"","addr_state","annual_inc","int_rate","issue_d","loan_amnt"
"39088","TN",40500,12.61,2008,5400
"39089","IL",53000,12.29,2008,19200
"39090","VA",84000,11.34,2008,15000
"39091","MI",20000,10.39,2008,5000
"39092","CA",130000,10.08,2008,12000
"39093","GA",90000,8.63,2008,10000
"39094","NY",125000,9.45,2008,10000
"39095","NJ",85000,11.97,2008,12000
"39096","VA",53979,10.08,2008,25000
"39097","NY",51000,10.71,2008,8400
"39098","CA",70000,13.55,2008,12000
"39099","OH",58000,13.24,2008,10000
"39100","CA",90000,8.32,2008,12000
"39101","GA",25368,11.34,2008,10000
"39102","NJ",62500,13.87,2008,14000
"39103","TX",27000,13.24,2008,12000
"39104","NY",30000,10.39,2008,12000
"39105","KS",23000,9.76,2008,950
"39106","UT",31356,12.92,2008,11225
"39107","IL",70000,12.92,2008,8000
"39108","RI",84000,12.61,2008,20000
"39109","AZ",96000,17.34,2008,25000
"39110","MD",45000,9.45,2008,7200
"39111","AZ",30000,10.39,2008,14300
"39112","VA",50000,12.61,2008,9000
"39113","WI",136000,8.32,2008,8000
"39114","CO",58000,11.03,2008,6300
"39115","NY",83604,9.76,2008,11000
"39116","NC",42765,11.03,2008,18000
"39117","CA",70000,10.71,2008,24000
"39118","NJ",105000,12.29,2008,19000
"39119","VA",42996,11.03,2008,4800
"39120","TX",65000,9.45,2008,12800
"39121","NY",52000,8,2008,10000
"39122","NY",53000,13.24,2008,12000
"39123","MI",90000,11.03,2008,22000
"39124","CA",65000,12.29,2008,20000
"39125","NC",41000,10.71,2008,5500
"39126","OH",33600,11.03,2008,10000
"39127","NC",47000,11.03,2008,10000
"39128","FL",67200,11.03,2008,15000
"39129","MO",50000,12.61,2008,6000
"39130","CA",35000,7.37,2008,2000
"39131","AK",38400,12.29,2008,12200
"39132","WA",75885,11.03,2008,3000
"39133","NY",150000,16.4,2008,18000
"39134","WI",64000,11.66,2008,10000
"39135","TX",40000,11.34,2008,12650
"39136","CA",149616,11.03,2008,15000
"39137","CT",33600,12.61,2008,9000
"39138","CA",125000,11.66,2008,12000
"39139","OR",37200,12.92,2008,10000
"39140","MA",76250,10.71,2008,10000
"39141","MA",95000,10.08,2008,25000
"39142","NY",94000,9.45,2008,10000
"39143","NJ",63000,13.87,2008,25000
"39144","OH",69000,12.61,2008,18000
"39145","NY",36000,11.97,2008,11000
"39146","PA",28000,12.92,2008,6625
"39147","FL",28800,8.32,2008,13000
"39148","DE",28700,13.55,2008,8500
"39149","OH",46776,13.24,2008,15000
"39150","KY",48000,11.66,2008,12000
"39151","TN",20244,9.45,2008,7000
"39152","GA",90000,9.76,2008,7500
"39153","CA",35000,12.61,2008,7000
"39154","AZ",80000,11.97,2008,9000
"39155","TX",108000,10.39,2008,15000
"39156","GA",51420,11.97,2008,8400
"39157","CA",66000,13.24,2008,10000
"39158","UT",65000,10.71,2008,21000
"39159","FL",2039784,12.29,2008,8450
"39160","NY",52000,11.34,2008,11000
"39161","CT",60000,8.63,2008,10000
"39162","MD",50000,12.29,2008,8800
"39163","PA",144000,13.55,2008,19000
"39164","FL",65000,9.76,2008,15000
"39165","MA",30000,13.87,2008,7750
"39166","CO",31200,10.39,2008,12000
"39167","CA",73660,14.18,2008,12000
"39168","CA",572400,9.76,2008,16000
"39169","CA",80700,12.92,2008,24000
"39170","TX",77000,15.13,2008,20000
"39171","TX",44500,9.45,2008,20000
"39172","GA",52000,10.71,2008,25000
"39173","CA",67800,10.08,2008,18000
"39174","OR",72000,12.92,2008,5000
"39175","TN",120000,9.45,2008,20000
"39176","NY",65000,9.45,2008,4700
"39177","NY",45000,16.08,2008,25000
"39178","VA",62000,10.08,2008,8000
"39179","CA",16800,10.39,2008,6000
"39180","TX",39048,11.97,2008,10600
"39181","LA",80000,8,2008,5000
"39182","NY",80000,10.39,2008,18000
"39183","AL",37440,14.18,2008,8000
"39184","FL",120000,12.61,2008,24500
"39185","NJ",27000,10.71,2008,2925
"39186","TX",40000,9.76,2008,8000
"39187","TN",83000,8,2008,7200
"39188","CT",37200,12.29,2008,14700
"39189","NY",28600,11.34,2008,10000
"39190","NJ",139992,14.18,2008,16000
"39191","GA",93000,9.45,2008,7000
"39192","TX",1e+05,15.76,2008,12000
"39193","IL",24000,9.76,2008,10000
"39194","CA",66000,14.18,2008,25000
"39195","ID",30000,11.66,2008,10000
"39196","OK",20400,11.03,2008,11000
"39197","CA",42000,8.63,2008,7000
"39198","GA",56016,15.13,2008,5000
"39199","CA",33600,14.5,2008,19275
"39200","NC",55000,9.76,2008,15000
"39201","NY",50004,13.87,2008,11000
"39202","AZ",109200,8.63,2008,10000
"39203","MA",69600,10.39,2008,5000
"39204","NV",40000,9.76,2008,5600
"39205","FL",57720,11.34,2008,15000
"39206","NY",26000,9.76,2008,15000
"39207","CA",45000,9.76,2008,21000
"39208","NC",50433,10.71,2008,5000
"39209","NJ",24000,11.34,2008,8000
"39210","CA",65000,11.97,2008,14500
"39211","MI",38000,10.08,2008,1000
"39212","CA",30000,11.66,2008,10000
"39213","NC",57000,8.63,2008,900
"39214","NY",117000,8,2008,10000
"39215","CA",135000,9.45,2008,14275
"39216","CA",48000,10.71,2008,15600
"39217","CA",65000,16.71,2008,20000
"39218","MA",35020,8.32,2008,5800
"39219","GA",144000,10.08,2008,25000
"39220","PA",60000,9.45,2008,6000
"39221","CA",35400,13.87,2008,10000
"39222","CA",36000,8,2008,3000
"39223","CA",75000,11.03,2008,9500
"39224","NY",75000,11.34,2008,10000
"39225","NY",38000,11.34,2008,12000
"39226","MD",65000,9.45,2008,10000
"39227","VA",25200,9.76,2008,6000
"39228","MN",39600,7.68,2008,3000
"39229","FL",71600,13.55,2008,10000
"39230","TX",34000,11.66,2008,10000
"39231","AZ",25000,9.83,2008,12000
"39232","CA",36120,10.39,2008,9000
"39233","NY",65000,14.5,2008,15000
"39234","WI",30000,8.63,2008,10000
"39235","TX",150000,9.76,2008,24000
"39236","NY",52559,10.71,2008,20000
"39237","DC",38000,9.76,2008,10000
"39238","OH",80000,13.24,2008,20000
"39239","VA",24000,13.87,2008,3975
"39240","SC",2e+05,9.76,2008,25000
"39241","NC",39996,10.71,2008,16000
"39242","TX",38000,12.61,2008,20000
"39243","TX",38400,11.03,2008,20500
"39244","SC",45000,11.97,2008,12000
"39245","WA",53307,10.39,2008,15000
"39246","CA",45000,12.92,2008,15000
"39247","CO",48000,10.39,2008,7200
"39248","NJ",45000,11.03,2008,9000
"39249","MD",52000,12.61,2008,10000
"39250","PA",32400,10.08,2008,4000
"39251","NC",34500,9.76,2008,5000
"39252","PA",107000,17.03,2008,15000
"39253","CA",58000,13.87,2008,10000
"39254","TX",1e+05,9.45,2008,12800
"39255","NM",78000,11.97,2008,3000
"39256","CA",80415,12.92,2008,6350
"39257","NY",60000,10.71,2008,11000
"39258","CA",37000,10.08,2008,25000
"39259","NJ",60000,8.63,2008,11800
"39260","NC",45000,10.39,2008,5275
"39261","FL",36996,11.97,2008,9600
"39262","WA",31920,8,2008,5000
"39263","NY",1e+05,11.66,2008,25000
"39264","MI",25000,8,2008,10000
"39265","CO",37000,11.34,2008,7200
"39266","OH",30000,13.62,2008,9325
"39267","CA",76554,12.61,2008,7600
"39268","IL",92400,11.66,2008,10000
"39269","IL",54000,9.45,2008,12100
"39270","AZ",20000,9.76,2008,16600
"39271","NM",17721,11.97,2008,3975
"39272","NJ",104000,14.82,2008,17000
"39273","VA",41000,11.03,2008,3000
"39274","NC",24605,11.03,2008,10000
"39275","NJ",36000,11.66,2008,15000
"39276","WA",10000,8.63,2008,4500
"39277","CO",51648,14.18,2008,16000
"39278","NY",69400,13.24,2008,15000
"39279","NC",33600,10.71,2008,6000
"39280","CO",50000,10.46,2008,6000
"39281","CO",19000,12.29,2008,750
"39282","CA",60000,10.08,2008,20000
"39283","TX",79636,13.87,2008,19200
"39284","NY",60000,13.24,2008,18000
"39285","NY",80000,9.51,2008,20000
"39286","CA",42000,12.92,2008,15075
"39287","VA",36000,9.76,2008,2500
"39288","AR",1e+05,11.34,2008,15000
"39289","CO",88000,9.2,2008,7000
"39290","CA",82600,9.76,2008,10800
"39291","VA",28000,7.68,2008,5000
"39292","TX",54996,15.45,2008,10000
"39293","WA",17573,7.37,2008,3000
"39294","MI",52000,11.66,2008,2725
"39295","CA",60000,8,2008,6000
"39296","AR",60000,9.45,2008,17000
"39297","NC",75000,11.34,2008,15250
"39298","ID",35244,13.3,2008,3000
"39299","FL",74600,10.78,2008,9500
"39300","WA",26000,9.76,2008,20050
"39301","IL",115000,8,2008,10000
"39302","CA",120000,10.46,2008,8000
"39303","OH",25000,12.61,2008,5000
"39304","VA",63000,9.76,2008,4000
"39305","CA",30000,11.03,2008,10000
"39306","CA",37500,11.03,2008,5000
"39307","TX",32388,10.71,2008,6000
"39308","OR",40000,10.08,2008,6000
"39309","NY",75000,7.68,2008,6000
"39310","FL",58800,11.97,2008,6000
"39311","CA",49600,11.66,2008,10000
"39312","HI",57600,7.75,2008,4000
"39313","IA",90000,9.76,2008,19500
"39314","IL",42328,8.63,2008,6000
"39315","PA",65000,9.76,2008,1450
"39316","OH",23000,8,2008,3000
"39317","NY",215000,10.71,2008,8000
"39318","CA",20400,9.76,2008,6225
"39319","TX",49200,13.24,2008,9100
"39320","TX",50004,9.45,2008,8500
"39321","NV",29136,13.55,2008,10100
"39322","CT",59000,8.32,2008,5100
"39323","GA",22000,9.76,2008,2500
"39324","FL",101400,8,2008,9900
"39325","FL",101400,7.68,2008,6400
"39326","MO",36000,12.29,2008,6000
"39327","TN",42000,10.71,2008,1500
"39328","AR",31000,8.38,2008,2500
"39329","CT",75000,9.45,2008,3000
"39330","NH",44000,13.55,2008,17350
"39331","TX",19000,8,2008,2900
"39332","LA",35000,7.37,2008,800
"39333","NY",45000,10.39,2008,7500
"39334","MN",27600,9.76,2008,7000
"39335","CA",31400,10.71,2008,10400
"39336","TX",83000,11.97,2008,13000
"39337","NJ",2e+05,9.76,2008,6000
"39338","CA",28000,10.08,2008,2600
"39339","TX",39000,8.63,2008,6000
"39340","CO",42000,10.08,2008,4600
"39341","CA",69000,9.76,2008,7400
"39342","OH",48000,8,2008,6000
"39343","VA",43000,10.39,2008,6000
"39344","CA",70000,12.92,2008,10325
"39345","CA",7904.04,10.71,2008,500
"39346","NY",18000,8.63,2008,3200
"39347","PA",60000,9.45,2008,10425
"39348","NJ",90096,11.97,2008,10150
"39349","IL",82000,13.24,2008,12000
"39350","VA",50000,8.32,2008,6400
"39351","TX",17544,8.63,2008,1500
"39352","WA",45600,12.36,2008,8775
"39353","UT",35000,12.61,2008,13450
"39354","FL",25000,8.32,2008,3000
"39355","MA",38000,10.46,2008,6000
"39356","NY",74000,12.67,2008,5450
"39357","CA",48000,9.83,2008,4225
"39358","MO",47000,10.46,2008,1300
"39359","NY",35427,11.72,2008,5950
"39360","TX",57400,7.75,2008,10500
"39361","OH",42000,13.93,2008,15450
"39362","LA",45000,9.2,2008,10000
"39363","CO",51600,9.51,2008,10000
"39364","NY",30000,8.07,2008,2000
"39365","MO",36000,9.83,2008,8000
"39366","NC",62500,6,2008,15000
"39367","GA",49853,13.3,2008,12000
"39368","CA",64000,9.83,2008,7500
"39369","OH",33000,7.43,2008,7000
"39370","VT",65000,7.75,2008,4000
"39371","CA",202000,12.04,2008,15000
"39372","CO",35000,9.2,2008,8000
"39373","MD",48000,14.25,2008,20000
"39374","OH",65000,14.88,2008,10000
"39375","VA",64000,8.38,2008,18000
"39376","MD",55000,9.2,2008,15000
"39377","TX",237000,9.2,2008,21000
"39378","MA",78000,9.83,2008,12000
"39379","TX",69000,9.51,2008,19000
"39380","MA",30000,13.62,2008,11225
"39381","AZ",55200,11.72,2008,3000
"39382","NY",40000,11.41,2008,10000
"39383","VA",50000,10.78,2008,4000
"39384","FL",186063,10.46,2008,25000
"39385","GA",72000,9.83,2008,25000
"39386","NM",20000,8.07,2008,12000
"39387","NV",73000,11.41,2008,1800
"39388","VA",22200,7.75,2008,10000
"39389","MN",110000,10.78,2008,8525
"39390","NC",107000,10.78,2008,2500
"39391","PA",78000,10.78,2008,8000
"39392","TX",90000,11.09,2008,25000
"39393","RI",69500,10.78,2008,7000
"39394","MN",66000,11.72,2008,15000
"39395","CA",32000,11.09,2008,15000
"39396","MN",95000,12.36,2008,23000
"39397","FL",50000,13.3,2008,20000
"39398","TX",60000,7.75,2008,9800
"39399","TX",65000,8.38,2008,12800
"39400","OR",24000,7.75,2008,10800
"39401","CA",80000,10.78,2008,11200
"39402","MN",72000,13.93,2008,5000
"39403","CO",36000,10.14,2008,4000
"39404","AL",375000,11.41,2008,20000
"39405","CT",40000,9.2,2008,12000
"39406","AZ",85000,12.36,2008,9000
"39407","TX",46000,11.09,2008,4800
"39408","MD",50000,10.14,2008,8000
"39409","NY",2e+05,11.72,2008,15000
"39410","TX",57860,11.41,2008,20000
"39411","CA",113000,16.15,2008,25000
"39412","VA",1e+05,12.04,2008,15000
"39413","FL",175000,8.38,2008,7200
"39414","CA",115500,10.46,2008,20000
"39415","FL",75000,10.14,2008,14000
"39416","NJ",85000,10.78,2008,7500
"39417","CA",75000,15.83,2008,24000
"39418","CA",88068,9.51,2008,14400
"39419","TX",44000,10.14,2008,18900
"39420","CO",62000,9.2,2008,9600
"39421","VA",90000,12.67,2008,22000
"39422","MI",1e+05,12.04,2008,15000
"39423","TX",120000,13.3,2008,10000
"39424","IA",35000,7.12,2008,1850
"39425","NC",40500,8.38,2008,6000
"39426","IA",31000,9.51,2008,18500
"39427","NY",62000,11.72,2008,2500
"39428","MD",45000,13.3,2008,12000
"39429","CO",60000,11.72,2008,5000
"39430","WA",37000,9.2,2008,5500
"39431","NY",37200,10.78,2008,13500
"39432","NY",11029,10.78,2008,2150
"39433","FL",24000,7.75,2008,10000
"39434","CT",43000,12.99,2008,16000
"39435","MI",52500,12.99,2008,11000
"39436","VA",32000,10.78,2008,4000
"39437","WA",62000,11.72,2008,9300
"39438","OH",84000,10.14,2008,15000
"39439","OH",36000,11.72,2008,12500
"39440","CA",84000,18.36,2008,24625
"39441","FL",55000,9.51,2008,10000
"39442","IL",45000,12.04,2008,11200
"39443","IL",26000,10.46,2008,500
"39444","CA",48000,14.25,2008,15000
"39445","CA",60000,8.07,2008,8000
"39446","VT",115500,7.75,2008,10000
"39447","NM",75000,15.2,2008,21000
"39448","GA",32496,9.51,2008,7200
"39449","NJ",165000,9.2,2008,10000
"39450","NY",60000,12.67,2008,16800
"39451","TX",36000,10.78,2008,9000
"39452","DC",48000,12.67,2008,3500
"39453","NJ",38100,8.38,2008,8400
"39454","CA",21600,9.83,2008,9000
"39455","OH",65000,9.51,2008,25000
"39456","CA",76000,14.88,2008,20000
"39457","CA",47000,12.04,2008,15000
"39458","FL",38000,10.78,2008,2450
"39459","CA",48000,12.99,2008,20000
"39460","MD",72000,11.41,2008,7500
"39461","AZ",30000,10.14,2008,1200
"39462","NV",49896,7.75,2008,7000
"39463","NC",36000,7.75,2008,3250
"39464","NY",44684.66,12.04,2008,8000
"39465","NY",75000,8.38,2008,7500
"39466","MD",72000,11.09,2008,8000
"39467","VA",19500,11.41,2008,500
"39468","NY",39270,11.72,2008,2200
"39469","NY",36500,10.78,2008,7000
"39470","CA",77250,9.2,2008,10000
"39471","CA",48000,10.14,2008,3000
"39472","GA",110000,9.51,2008,6000
"39473","MD",63000,12.04,2008,3800
"39474","DC",91200,12.67,2008,16000
"39475","MN",35064,8.38,2008,2000
"39476","MA",61200,8.07,2008,7200
"39477","NJ",69600,8.38,2008,10000
"39478","CA",78504,11.41,2008,10000
"39479","GA",61200,10.78,2008,9600
"39480","FL",120000,7.43,2008,2225
"39481","CA",41500,11.09,2008,10000
"39482","LA",19800,8.38,2008,2100
"39483","SC",67992,7.43,2008,2000
"39484","NY",17280,12.36,2008,7200
"39485","MA",28800,7.12,2008,3500
"39486","TX",107000,8.38,2008,11500
"39487","AZ",39996,12.36,2008,4000
"39488","FL",88296,10.14,2008,15000
"39489","TX",48000,12.36,2008,21000
"39490","NJ",120000,15.83,2008,25000
"39491","CO",24600,8.07,2008,10000
"39492","WI",60000,10.78,2008,11200
"39493","TX",49500,13.62,2008,10000
"39494","FL",40000,10.14,2008,13025
"39495","CT",50000,12.36,2008,4000
"39496","CT",133000,12.36,2008,20000
"39497","CA",60000,7.43,2008,7000
"39498","WI",24000,9.2,2008,2000
"39499","NJ",75000,9.64,2008,25000
"39500","NY",50000,13.3,2008,9400
"39501","WI",12000,8.38,2008,9325
"39502","CA",38000,13.93,2008,5000
"39503","CA",96000,9.83,2008,7500
"39504","CO",27000,13.3,2008,12000
"39505","TX",18000,13.3,2008,2000
"39506","LA",62500,7.43,2008,4000
"39507","GA",120000,10.14,2008,3000
"39508","NC",522000,7.43,2008,2500
"39509","OR",26000,9.96,2008,7850
"39510","WI",40000,9.64,2008,15000
"39511","OH",40000,8.07,2008,2675
"39512","TX",49500,11.22,2008,6000
"39513","NY",120000,9.01,2008,12000
"39514","MD",112000,9.33,2008,2750
"39515","MD",112000,9.64,2008,9000
"39516","CA",22000,11.54,2008,4350
"39517","CO",58000,9.96,2008,9500
"39518","OR",60600,7.12,2008,3000
"39519","MD",73992,9.96,2008,20000
"39520","CA",19800,11.22,2008,4725
"39521","CA",62000,8.07,2008,11000
"39522","CA",71000,9.01,2008,15000
"39523","WA",10000,9.01,2008,3000
"39524","TX",102000,9.33,2008,18000
"39525","NY",120000,12.17,2008,6000
"39526","MO",36000,13.43,2008,15450
"39527","CA",68640,9.33,2008,12000
"39528","LA",21600,8.07,2008,4000
"39529","WA",25920,10.59,2008,9000
"39530","CA",107000,8.38,2008,10000
"39531","TX",1e+05,9.96,2008,12000
"39532","MD",24960,9.64,2008,10000
"39533","CA",97188,12.8,2008,16000
"39534","NM",38556,11.22,2007,20000
"39535","CA",42500,14.38,2008,20000
"39536","NH",39975,10.59,2007,7500
"39537","FL",75000,13.75,2008,25000
"39538","NC",24000,7.75,2007,2000
"39539","FL",29376,7.43,2007,2800
"39540","IL",54000,8.07,2007,8000
"39541","CA",87000,14.7,2007,25000
"39542","CA",67000,9.64,2007,10000
"39543","NY",83000,14.38,2007,20000
"39544","NJ",60000,12.49,2007,9000
"39545","IL",100671.39,9.01,2007,12000
"39546","CA",120000,7.12,2007,1000
"39547","NY",135000,14.07,2007,22350
"39548","MD",18000,9.64,2007,6000
"39549","IN",5000,9.64,2007,1000
"39550","FL",36500,9.33,2007,10000
"39551","NY",1e+05,9.33,2007,25000
"39552","VA",41300,7.43,2007,5800
"39553","CT",111000,10.91,2007,15450
"39554","IN",48000,9.64,2007,25000
"39555","NJ",25000,9.33,2007,8800
"39556","FL",50952,11.54,2007,4000
"39557","GA",54099,9.96,2007,21000
"39558","NY",25480,12.8,2007,5000
"39559","NY",105000,13.12,2007,12000
"39560","NY",60000,9.33,2007,18000
"39561","IN",34992,15.96,2007,22550
"39562","FL",73000,10.91,2007,25000
"39563","NY",120000,14.07,2007,24625
"39564","FL",48000,10.28,2007,3500
"39565","NC",24000,7.75,2007,4000
"39566","NY",78862,12.49,2007,25000
"39567","VA",70522.26,10.91,2007,9325
"39568","NJ",50400,11.86,2007,7000
"39569","FL",24000,12.17,2007,12000
"39570","NE",36120,12.8,2007,14400
"39571","NY",19500,9.64,2007,15000
"39572","WA",75000,10.91,2007,17950
"39573","NC",77000,8.38,2007,15000
"39574","CO",80000,14.38,2007,25000
"39575","NY",62000,12.8,2007,16500
"39576","IN",25000,9.96,2007,2975
"39577","ME",36600,9.33,2007,3000
"39578","NY",45000,12.17,2007,2800
"39579","WI",58800,12.8,2007,10000
"39580","FL",19440,9.01,2007,7500
"39581","NJ",47000,13.75,2007,2400
"39582","AL",108000,10.59,2007,20000
"39583","AL",60000,9.64,2007,4800
"39584","WA",75000,10.28,2007,3200
"39585","CO",60000,12.17,2007,9600
"39586","NJ",48000,8.7,2007,5000
"39587","UT",97000,10.28,2007,12000
"39588","KY",43000,7.43,2007,7000
"39589","NC",96000,11.54,2007,20000
"39590","NY",52000,12.49,2007,9000
"39591","MO",30000,10.59,2007,12000
"39592","FL",24000,8.7,2007,5000
"39593","GA",86400,11.86,2007,16000
"39594","NY",38000,9.96,2007,9000
"39595","WA",36000,10.91,2007,18500
"39596","AL",42000,9.33,2007,5400
"39597","GA",55900,8.7,2007,17000
"39598","SC",52000,10.91,2007,18500
"39599","AZ",52000,11.86,2007,25000
"39600","NY",27000,12.17,2007,3975
"39601","CO",110244,12.17,2007,18000
"39602","IN",33600,12.17,2007,11300
"39603","WY",24000,8.7,2007,10000
"39604","FL",72500,9.96,2007,10000
"39605","NJ",50000,10.28,2007,15000
"39606","NY",44000,10.28,2007,4900
"39607","FL",40000,11.86,2007,5000
"39608","NC",48000,7.75,2007,6500
"39609","MD",72000,7.43,2007,3000
"39610","FL",44400,11.54,2007,16000
"39611","MA",42500,11.22,2007,9600
"39612","VA",153000,8.7,2007,17600
"39613","NY",2e+05,10.91,2007,16000
"39614","NY",18000,8.07,2007,500
"39615","GA",32904,11.22,2007,3000
"39616","WA",62000,10.59,2007,4000
"39617","VA",92000,9.96,2007,12950
"39618","FL",12000,10.28,2007,900
"39619","MA",95000,7.43,2007,5750
"39620","NJ",150000,11.86,2007,12000
"39621","VA",80000,10.91,2007,12375
"39622","NY",80000,10.91,2007,9000
"39623","TX",44000,8.7,2007,4000
"39624","FL",616000,9.01,2007,25000
"39625","NY",60000,9.33,2007,24750
"39626","DE",68686,7.43,2007,6000
"39627","NY",95000,11.54,2007,6400
"39628","LA",20000,7.75,2007,4800
"39629","NJ",51000,11.22,2007,6800
"39630","MA",30000,10.28,2007,3600
"39631","WA",88000,10.28,2007,15000
"39632","VA",35000,10.28,2007,4800
"39633","FL",52000,7.75,2007,5000
"39634","MA",35000,10.91,2007,12000
"39635","FL",27000,11.54,2007,18000
"39636","VA",66000,10.91,2007,5875
"39637","WA",93000,7.12,2007,3000
"39638","VA",62000,9.96,2007,3000
"39639","TX",21000,7.75,2007,4800
"39640","GA",41000,9.01,2007,18000
"39641","MD",25000,14.7,2007,1500
"39642","MA",116000,9.96,2007,19950
"39643","AZ",63500,10.59,2007,7000
"39644","FL",14400,10.91,2007,4000
"39645","SC",30000,8.38,2007,10000
"39646","MA",150000,8.07,2007,10000
"39647","MA",85000,8.07,2007,10000
"39648","NY",275000,9.01,2007,10000
"39649","WA",120000,10.91,2007,15450
"39650","SD",78000,9.64,2007,25000
"39651","UT",52000,11.86,2007,8000
"39652","NC",109000,10.59,2007,8275
"39653","WA",57000,9.01,2007,25000
"39654","FL",75000,12.8,2007,25000
"39655","NY",70000,7.75,2007,9850
"39656","VA",46713,10.91,2007,12375
"39657","NH",50000,11.54,2007,8000
"39658","LA",38000,10.28,2007,3000
"39659","VA",84000,9.96,2007,4925
"39660","AL",25000,11.54,2007,4800
"39661","ME",15000,10.59,2007,5000
"39662","WA",55400,10.28,2007,7000
"39663","NJ",85000,13.12,2007,20000
"39664","MA",45000,11.54,2007,6225
"39665","NC",70000,9.64,2007,5275
"39666","NC",49000,8.07,2007,8275
"39667","TN",70000,9.64,2007,2825
"39668","CA",60000,10.59,2007,2225
"39669","NJ",18000,9.96,2007,3000
"39670","NJ",35000,9.96,2007,4000
"39671","GA",39000,10.91,2007,12000
"39672","AL",36400,12.8,2007,10000
"39673","NJ",29120,12.49,2007,3000
"39674","KS",32000,9.96,2007,1200
"39675","SC",54000,8.07,2007,5500
"39676","NC",62000,9.33,2007,3275
"39677","SC",120000,9.01,2007,8275
"39678","NY",105000,8.38,2007,8000
"39679","NC",12500,12.49,2007,2100
"39680","SC",31000,10.28,2007,4275
"39681","NY",480000,14.38,2007,25000
"39682","MD",85000,12.49,2007,8500
"39683","MD",10000,12.17,2007,5000
"39684","LA",90000,10.28,2007,3025
"39685","MA",36000,10.91,2007,4300
"39686","NC",55000,8.07,2007,5275
"39687","MA",110000,7.12,2007,2100
"39688","IN",30000,11.22,2007,10000
"39689","UT",40000,13.12,2007,2525
"39690","VA",57100,11.22,2007,6625
"39691","MO",45600,10.28,2007,4650
"39692","NC",85000,7.43,2007,5275
"39693","MD",39000,12.49,2007,9000
"39694","MO",87300,10.28,2007,6000
"39695","MA",57000,14.67,2007,7200
"39696","NY",62200,13.75,2007,7725
"39697","WA",50000,11.22,2007,6625
"39698","AZ",32400,11.22,2007,9000
"39699","NY",19000,10.59,2007,6000
"39700","MA",90000,8.07,2007,9500
"39701","MD",92000,15.65,2007,20000
"39702","MO",120000,7.43,2007,3775
"39703","FL",72000,14.38,2007,10250
"39704","MD",57000,10.59,2007,7250
"39705","NC",120000,10.28,2007,10000
"39706","NM",23000,12.49,2007,7000
"39707","NY",45000,10.28,2007,6500
"39708","FL",70000,12.17,2007,8000
"39709","NY",75000,9.33,2007,17000
"39710","NC",96000,15.01,2007,2125
"39711","NY",45000,11.86,2007,2850
"39712","MA",118000,7.12,2007,2000
"39713","FL",93000,9.33,2007,7500
"39714","WI",173000,8.07,2007,10000
"39715","MA",225000,11.54,2007,10000
"39716","OH",45000,7.75,2007,5000
"39717","MA",63000,8.07,2007,9500
"39718","VA",88000,11.22,2007,6625
"39719","NY",150000,8.7,2007,12125
"39720","MA",65000,7.43,2007,5000
"39721","NE",30000,11.22,2007,4800
"39722","MA",15000,11.54,2007,3175
"39723","NY",96000,9.64,2007,20000
"39724","NY",90000,15.33,2007,18500
"39725","CT",61800,7.75,2007,4000
"39726","NY",60000,15.33,2007,12750
"39727","MA",35000,12.17,2007,5400
"39728","FL",62000,8.7,2007,3000
"39729","CA",1e+05,9.64,2007,4000
"39730","MA",120000,8.7,2007,2800
"39731","WA",50000,7.75,2007,3000
"39732","WA",125000,7.75,2007,3000
"39733","VA",18000,10.91,2007,4000
"39734","NY",70000,8.7,2007,2000
"39735","NJ",40000,7.43,2007,4000
"39736","VA",40000,11.22,2007,15450
"39737","NE",32000,12.8,2007,2500
"39738","NE",75000,9.64,2007,2500
"39739","GA",213000,15.01,2007,6500
"39740","MD",48000,9.96,2007,8000
"39741","MA",150000,8.07,2007,7500
"39742","AZ",70000,7.43,2007,5000
"39743","WI",225000,7.75,2007,5000
"39744","NY",35000,13.75,2007,10000
"39745","CT",130000,9.64,2007,5000
"39746","NY",2e+05,7.43,2007,5000
"39747","NJ",78000,9.96,2007,3500
"39748","VA",33990,10.59,2007,1000
"39749","NJ",98000,8.07,2007,3500
"39750","IN",36153,11.86,2007,3000
"39751","MA",20000,10.28,2007,3500
"39752","MA",125000,7.43,2007,5750
"39753","WI",40000,7.43,2007,5000
"39754","NY",65000,11.86,2007,12000
"39755","WI",45000,7.43,2007,5000
"39756","WI",60000,9.64,2007,6400
"39757","FL",75000,12.49,2007,12000
"39758","FL",145000,13.43,2007,20000
"39759","ME",20000,11.54,2007,1200
"39760","FL",60000,10.59,2007,12250
"39761","MA",52200,15.96,2007,2700
"39762","NY",250000,9.01,2007,5000
"39763","FL",13500,9.96,2007,3500
"39764","GA",150000,7.43,2007,5000
"39765","MA",95000,7.43,2007,5000
"39766","NY",48000,10.59,2007,25000
"39767","CO",27376,10.28,2007,10000
"39768","VA",73000,9.01,2007,5000
"39769","IN",32000,8.38,2007,5100
"39770","GA",8000,7.75,2007,5400
"39771","IN",74000,8.38,2007,5300
"39772","GA",30000,11.22,2007,5000
"39773","NY",2e+05,10.28,2007,3000
"39774","MA",25000,8.7,2007,3000
"39775","MA",120000,7.43,2007,5000
"39776","WI",180000,8.07,2007,5000
"39777","WI",180000,9.33,2007,5000
"39778","FL",48000,9.96,2007,5000
"39779","WI",80000,11.22,2007,5000
"39780","WI",85000,7.43,2007,5000
"39781","CO",75000,8.7,2007,5000
"39782","CO",110000,8.07,2007,2500
